title,article_id,ai4epi_fulltext_decision
Molecular Switch Controlling the Binding of Anionic Bile Acid Conjugates to Human Apical Sodium-Dependent Bile Acid Transporter,PMID_20504026,EXCLUDE
The Role of Nitric Oxide-Induced ATILL6 in Growth and Disease Resistance in Arabidopsis thaliana,PMID_34276735,EXCLUDE
"Viral disease emergence in shrimp aquaculture: origins, impact and the effectiveness of health management strategies",PMID_32328167,EXCLUDE
Kanyawara Virus: A Novel Rhabdovirus Infecting Newly Discovered Nycteribiid Bat Flies Infesting Previously Unknown Pteropodid Bats in Uganda,PMID_28706276,EXCLUDE
Development of <i>o</i>-Chlorophenyl Substituted Pyrimidines as Exceptionally Potent Aurora Kinase Inhibitors,PMID_22803810,EXCLUDE
"Rugosic acid A, derived from <scp><i>Rosa rugosa</i></scp> Thunb., is novel inhibitory agent for <scp>NF‐κB</scp> and <scp>IL</scp>‐6/<scp>STAT3</scp> axis in acute lung injury model",PMID_32779813,EXCLUDE
Australia was indeed the “lucky country” in the recent worldwide SARS epidemic,PMID_15310266,EXCLUDE
Technical Description of RODS: A Real-time Public Health Surveillance System,PMID_12807803,EXCLUDE
Total synthesis of griseusins and elucidation of the griseusin mechanism of action,PMID_31583069,EXCLUDE
Identification of small molecule inhibitors of ERCC1-XPF that inhibit DNA repair and potentiate cisplatin efficacy in cancer cells,PMID_27650543,EXCLUDE
Climate sensitivities and farmland values in Nepal: A spatial panel Ricardian approach,DOI_c6c27c6fe1e7,EXCLUDE
Suppression of UDP-glycosyltransferase-coding Arabidopsis thaliana UGT74E2 Gene Expression Leads to Increased Resistance to Psuedomonas syringae pv. tomato DC3000 Infection,DOI_d4888fe226a0,EXCLUDE
Targets of <i>At</i>WRKY6 regulation during plant senescence and pathogen defense,PMID_12000796,EXCLUDE
Application of GIS-based machine learning algorithms for prediction of irrigational groundwater quality indices,DOI_176545dbbed1,EXCLUDE
Transcriptome Profiling of Resistance to Fusarium oxysporum f. sp. conglutinans in Cabbage (Brassica oleracea) Roots,PMID_26849436,EXCLUDE
A Computational Approach to Characterizing the Impact of Social Influence on Individuals’ Vaccination Decision Making,PMID_23585835,EXCLUDE
The Spike Protein of SARS-coV2 19B (S) Clade Mirrors Critical Features of Viral Adaptation and Coevolution,PMID_36296293,EXCLUDE
"Modeling the impact of air, sea, and land travel restrictions supplemented by other interventions on the emergence of a new influenza pandemic virus",PMID_23157818,EXCLUDE
Towards the endgame and beyond: complexities and challenges for the elimination of infectious diseases,PMID_23798686,EXCLUDE
Clustering spatial autoregressive kriging model for climate: A bibliometric analysis approach,DOI_ceda7c6ce04e,EXCLUDE
Glycan arrays lead to the discovery of autoimmunogenic activity of SARS-CoV,PMID_15161967,EXCLUDE
Spatial Modelling of Air Pollution from PM10 and SO2 concentrations during Winter Season in Marmara Region (2013-2014),DOI_d1033e5c6b8e,EXCLUDE
Parallel transmit pulse design for saturation homogeneity (<scp>PUSH</scp>) for magnetization transfer imaging at <scp>7T</scp>,PMID_35266204,EXCLUDE
SARS-CoV2 wild type and mutant specific humoral and T cell immunity is superior after vaccination than after natural infection,DOI_7cdcde5f8249,EXCLUDE
Investigation of hand impact on PIFA performances and SAR in human head,DOI_3d0fb95d91d3,EXCLUDE
"Combined Use of Sentinel-1 SAR and Landsat Sensors Products for Residual Soil Moisture Retrieval over Agricultural Fields in the Upper Blue Nile Basin, Ethiopia",PMID_32526894,EXCLUDE
ATG8-Interacting Motif: Evolution and Function in Selective Autophagy of Targeting Biological Processes,PMID_34912364,EXCLUDE
"Confronting Zoonoses, Linking Human and Veterinary Medicine",PMID_16704801,EXCLUDE
"Seroprevalence and risk factors for toxoplasmainfection among pregnant women in Aydin province, Turkey",PMID_15958156,EXCLUDE
The Contribution of Social Behaviour to the Transmission of Influenza A in a Human Population,PMID_24968312,EXCLUDE
The catastrophic thermokarst lake drainage events of 2018 in northwestern Alaska: fast-forward into the future,DOI_998e631540ff,EXCLUDE
The experimental study of dehumidification and regeneration processes in a fin and tube liquid desiccant system,PMID_40477785,EXCLUDE
"Theoretical investigation of 3'-substituted-2'-3'-dideoxythymidines related to AZT. SAR, infrared and substituent electronic effect studies",DOI_dfde217a7f76,EXCLUDE
Inequity in access to health and racism: epidemiological analysis during the COVID-19 pandemic,DOI_af34645c01df,EXCLUDE
A FUSION APPROACH FOR FLOOD MAPPING USING SENTINEL-1 AND SENTINEL-2 DATASETS,DOI_5809678d7363,EXCLUDE
Increase of burnout among emergency department professionals due to emotional exhaustion during the SARS-Cov2 pandemic: Evolution from 2016 to 2021,PMID_36451498,EXCLUDE
Silica nanoparticles protect rice against biotic and abiotic stresses,PMID_35459250,EXCLUDE
Modelling control measures to reduce the impact of pandemic influenza among schoolchildren,PMID_17850689,EXCLUDE
The impact of the built environment on health behaviours and disease transmission in social systems,PMID_29967306,EXCLUDE
Using SAR satellite data time series for regional glacier mapping,DOI_4a568db6caa1,EXCLUDE
Social Consequences of Ebola Containment Measures in Liberia,PMID_26650630,EXCLUDE
Approaches for Road Surface Roughness Estimation Using Airborne Polarimetric SAR,DOI_116f02c936f4,EXCLUDE
Modelling the Influence of Electromagnetic Field on the User of a Wearable IoT Device Used in a WSN for Monitoring and Reducing Hazards in the Work Environment,PMID_33322725,EXCLUDE
"Effects of receive‐only inserts on specific absorption rate, B<sub>1</sub><sup>+</sup> field, and Tx coil performance",PMID_23913474,EXCLUDE
Associations of combined genetic and epigenetic scores with muscle size and muscle strength: a pilot study in older women,PMID_33058541,EXCLUDE
Principles and procedures for handling out-of-domain and indeterminate results as part of ICH M7 recommended (Q)SAR analyses,DOI_fc40f205a6b4,EXCLUDE
A GIS-based approach to identify the spatial variability of salt affected soil properties and delineation of site-specific management zones: A case study from Egypt,DOI_fedd80e42933,EXCLUDE
"Identification of Semicarbazones, Thiosemicarbazones and Triazine Nitriles as Inhibitors of Leishmania mexicana Cysteine Protease CPB",PMID_24146999,EXCLUDE
The Bacterial Surface Expression of SARS Viral Epitope using Salmonella typhi Cytolysin A,DOI_06e23c6984ea,EXCLUDE
Coccidioidomycosis as a Common Cause of Community-acquired Pneumonia,PMID_16707052,EXCLUDE
Burkholderia cenocepacia Infections in Cystic Fibrosis Patients: Drug Resistance and Therapeutic Approaches,PMID_28878751,EXCLUDE
No effects of GSM-modulated 900 MHz electromagnetic fields on survival rate and spontaneous development of lymphoma in female AKR/J mice,PMID_15538947,EXCLUDE
Cluster randomised controlled trial to examine medical mask use as source control for people with respiratory illness,PMID_28039289,EXCLUDE
Making progress on the <scp>WHO </scp><i>Public Health Research Agenda for Influenza</i>,PMID_24034477,EXCLUDE
Evidences for the unfolding mechanism of three‐dimensional domain swapping,PMID_23238853,EXCLUDE
Using the fragment molecular orbital method to investigate agonist–orexin-2 receptor interactions,PMID_27068972,EXCLUDE
Design and synthesis of a series of serine derivatives as small molecule inhibitors of the SARS coronavirus 3CL protease,PMID_26879854,EXCLUDE
Design and Discovery of 2-Arylquinazolin-4-ones as Potent and Selective Inhibitors of Tankyrases,PMID_24900625,EXCLUDE
Design of a Compact Dual-Band Textile Antenna Based on Metasurface,PMID_35157587,EXCLUDE
"Quinolones: Mechanism, Lethality and Their Contributions to Antibiotic Resistance",PMID_33271787,EXCLUDE
Costs and benefits of priming for defense in <i>Arabidopsis</i>,PMID_16565218,EXCLUDE
"Magnetic Hyperthermia in the 400–1,100 kHz Frequency Range Using MIONs of Condensed Colloidal Nanocrystal Clusters",DOI_fc6a234a8190,EXCLUDE
"Hydrochemical characterization of shallow and deep groundwater in Basement Complex areas of southern Kebbi State, Sokoto Basin, Nigeria",DOI_8afc6ac07135,EXCLUDE
"Evolution and phylogeny of the deep-sea isopod families Desmosomatidae Sars, 1897 and Nannoniscidae Hansen, 1916  (Isopoda: Asellota)",PMID_34658667,EXCLUDE
Ultrahigh Resolution Wide Swath MIMO-SAR,DOI_491534a4346d,EXCLUDE
"Use of Antiviral Drugs to Reduce Household Transmission of Pandemic (H1N1) 2009, United Kingdom1",DOI_d92707a643fe,EXCLUDE
Immunomic analysis of human sarcoma,PMID_12601173,EXCLUDE
Genomic Sequencing and Analysis of Eight Camel-Derived Middle East Respiratory Syndrome Coronavirus (MERS-CoV) Isolates in Saudi Arabia,PMID_32503352,EXCLUDE
Aromatase and glycosyl transferase inhibiting acridone alkaloids from fruits of Cameroonian Zanthoxylumspecies,PMID_23866063,EXCLUDE
The importance of calibration parameters on the accuracy of the floods description in the Snyder’s model,DOI_cf22f8e0101d,EXCLUDE
Exploring a 2-Naphthoic Acid Template for the Structure-Based Design of P2Y<sub>14</sub>Receptor Antagonist Molecular Probes,PMID_25299434,EXCLUDE
InSAR Displacement Time Series Mining: A Machine Learning Approach,DOI_3f314a6a2e7d,EXCLUDE
The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,PMID_17406673,EXCLUDE
Thiopurine analogs and mycophenolic acid synergistically inhibit the papain-like protease of Middle East respiratory syndrome coronavirus,PMID_25542975,EXCLUDE
Clinical Features and Factors Associated with Severity and Fatality among Patients with Severe Fever with Thrombocytopenia Syndrome Bunyavirus Infection in Northeast China,PMID_24236203,EXCLUDE
The plant microbiome,PMID_23805896,EXCLUDE
Probing the surface of a sweet protein: NMR study of MNEI with a paramagnetic probe,PMID_11468346,EXCLUDE
"Murine encephalitis caused by HCoV-OC43, a human coronavirus with broad species specificity, is partly immune-mediated",PMID_16413043,EXCLUDE
Synthesis and evaluation of phenylisoserine derivatives for the SARS-CoV 3CL protease inhibitor,PMID_28454669,EXCLUDE
Nafamostat Mesylate in lipid carrier for nasal SARS-CoV2 titer reduction in a hamster model,DOI_9dccf35d3db6,EXCLUDE
Antioxidant and Chemosensitizing Effects of Flavonoids with Hydroxy and/or Methoxy Groups and Structure-Activity Relationship,PMID_18261373,EXCLUDE
A Novel Anti-Influenza Copper Oxide Containing Respiratory Face Mask,DOI_3cdc4c5229f9,EXCLUDE
Potential of Zoonotic Transmission of Non‐Primate Foamy Viruses to Humans,PMID_14633194,EXCLUDE
Revenue Determinants in Tourism Market,DOI_608beadbb738,EXCLUDE
1950 MHz radiofrequency electromagnetic fields do not aggravate memory deficits in 5xFAD mice,PMID_27434853,EXCLUDE
Epidemics in Partially Overlapped Multiplex Networks,PMID_24632709,EXCLUDE
Drug Resistance Mechanisms in Mycobacterium tuberculosis,PMID_27025748,EXCLUDE
Revision of clinical case definitions: influenza-like illness and severe acute respiratory infection,PMID_29403115,EXCLUDE
Experimental Demonstration of Nadir Echo Removal in SAR Using Waveform Diversity and Dual-Focus Postprocessing,DOI_742603fd61b8,EXCLUDE
Reduced Incorporation of SARS-CoV Spike Protein into Viral Particles Due to Amino Acid Substitutions within the Receptor Binding Domain,PMID_18362400,EXCLUDE
"Non-nucleoside Inhibitors of the Measles Virus RNA-Dependent RNA Polymerase: Synthesis, Structure–Activity Relationships, and Pharmacokinetics",PMID_22480182,EXCLUDE
Substituted 4-oxo-crotonic acid derivatives as a new class of protein kinase B (PknB) inhibitors: synthesis and SAR study,DOI_605394d400e1,EXCLUDE
Control Measures for Human Respiratory Viral Infection,PMID_27486741,EXCLUDE
PKC∊-Dependent Potentiation of TTX-Resistant Na<sub>V</sub>1.8 Current by Neurokinin-1 Receptor Activation in Rat Dorsal Root Ganglion Neurons,PMID_19563686,EXCLUDE
A nine‐channel transmit/receive array for spine imaging at 10.5 T: Introduction to a nonuniform dielectric substrate antenna,PMID_34825735,EXCLUDE
Impact and modeling of topographic effects on P-band SAR backscatter from boreal forests,DOI_2a16c31fe7d1,EXCLUDE
Host Mobility Drives Pathogen Competition in Spatially Structured Populations,PMID_23966843,EXCLUDE
Selective and Potent Urea Inhibitors of Cryptosporidium parvum Inosine 5′-Monophosphate Dehydrogenase,PMID_22950983,EXCLUDE
A new search-and-rescue service in the Mediterranean Sea: a demonstration of the operational capability and an evaluation of its performance using real case scenarios,DOI_c361d0c11a98,EXCLUDE
Forecasting of the efficiency of monoclonal therapy in the treatment of CoViD-19 induced by the Omicron variant of SARS-CoV2,PMID_35251917,EXCLUDE
Yeast Based Small Molecule Screen for Inhibitors of SARS-CoV,PMID_22164298,EXCLUDE
"Journals, Academics, and Pandemics",PMID_20520802,EXCLUDE
A generalized slab‐wise framework for parallel transmit multiband RF pulse design,PMID_25994797,EXCLUDE
A Simulation Optimization Approach to Epidemic Forecasting,PMID_23826222,EXCLUDE
"Customs officers in relation to viral infections, tuberculosis, psittacosis and environmental health risk (Review)",PMID_30679987,EXCLUDE
Inflammatory Cytokine Expression Is Associated with Chikungunya Virus Resolution and Symptom Severity,PMID_21858242,EXCLUDE
"The Making and Breaking of Social Ties During the Pandemic. Socio-Economic Position, Demographic Characteristics, and Changes in Social Networks",PMID_35755482,EXCLUDE
Viral Metagenomics Reveals Diverse Viruses in the Feces Samples of Raccoon Dogs,PMID_34322538,EXCLUDE
Development of Novel Benzomorpholine Class of Diacylglycerol Acyltransferase I Inhibitors,PMID_24900877,EXCLUDE
"A REVERBERATION CHAMBER TO INVESTIGATE THE POSSIBLE EFFECTS OF ""IN VIVO"" EXPOSURE OF RATS TO 1.8 GHz ELECTROMAGNETIC FIELDS: A PRELIMINARY STUDY",DOI_b28ee55aaa1f,EXCLUDE
Development of Small Molecule Non-peptide Formyl Peptide Receptor (FPR) Ligands and Molecular Modeling of Their Recognition,PMID_24350845,EXCLUDE
Chemical Structure-Biological Activity Models for Pharmacophores’ 3D-Interactions,PMID_27399692,EXCLUDE
Comprehensive Evaluation of 24 Red Raspberry Varieties in Northeast China Based on Nutrition and Taste,PMID_37430981,EXCLUDE
Inventing Prediction for Regulation,DOI_3a0888461a9e,EXCLUDE
Review of the state of science and evaluation of currently available <i>in silico</i> prediction models for reproductive and developmental toxicity: A case study on pesticides,PMID_35748219,EXCLUDE
Multi-year global land cover mapping at 300 m and characterization for climate modelling: achievements of the Land Cover component of the ESA Climate Change Initiative,DOI_c9a10bd399cb,EXCLUDE
Validation of a novel severe acute respiratory syndrome scoring system,PMID_14707938,INCLUDE
Severe acute respiratory syndrome‐related diarrhea,PMID_15836711,EXCLUDE
[Mechanisms of viral emergence and interspecies transmission: the exemple of simian foamy viruses in Central Africa],PMID_26137812,EXCLUDE
"Identification of 1<i>H</i>-pyrazolo[3,4-b]pyridine derivatives as potent ALK-L1196M inhibitors",PMID_31401883,EXCLUDE
First description of two immune escape indian B.1.1.420 and B.1.617.1 SARS-CoV2 variants in France,DOI_040f3e9ee8e3,EXCLUDE
User Profiling to Enhance Clinical Assessment and Human–Robot Interaction: A Feasibility Study,PMID_35846164,EXCLUDE
Association between the 2008–09 Seasonal Influenza Vaccine and Pandemic H1N1 Illness during Spring–Summer 2009: Four Observational Studies from Canada,PMID_20386731,EXCLUDE
Accurate Sea Surface heights from Sentinel-3A and Jason-3 retrackers by incorporating High-Resolution Marine Geoid and Hydrodynamic Models,DOI_fb325a59091b,EXCLUDE
Surveillance System for Infectious Disease Prevention and Management: Direction of Korea’s Infectious Disease Surveillance System,PMID_40034093,EXCLUDE
New phylogenomic analysis of the enigmatic phylum Telonemia further resolves the eukaryote tree of life,DOI_76d8b4db5722,EXCLUDE
Computational Insight into Protein Tyrosine Phosphatase 1B Inhibition: A Case Study of the Combined Ligand- and Structure-Based Approach,PMID_29441120,EXCLUDE
Inflatably Deployed Membrane Waveguide Array Antenna for Space,DOI_91b0263c3906,EXCLUDE
"Synthesis, Characterization and Anti-Angiogenic Effects of Novel 5-Amino Pyrazole Derivatives on Ehrlich Ascites Tumor [EAT] Cells in-Vivo",DOI_016a322ea656,EXCLUDE
Vigilance Data in Organ Donation and Solid Organ Transplantation in Germany: Six Years of Experience 2016–2022,PMID_37745644,EXCLUDE
Molecular evolutionary model based phylogenetic and mutation analysis of SARS-CoV2 spike protein sequences from Asian countries: a phylogenomic approach,DOI_de0af45948bb,EXCLUDE
Media impact switching surface during an infectious disease outbreak,PMID_25592757,EXCLUDE
Epidemiological characteristics of an outbreak of Coronavirus Disease 2019 in the Philippines,DOI_db166ac37b4a,EXCLUDE
Voltage-Gated Calcium Channels,PMID_21746798,EXCLUDE
"The territorialization of Severe Acute Respiratory Syndrome and its socioeconomic, demographic and public health policy risk factors in Belém, state of Pará, Eastern Amazon, Brazil: a cross-sectional and ecological study",PMID_40073047,EXCLUDE
DS-YOLO: A SAR Ship Detection Model for Dense Small Targets,DOI_aaa22ada4ea0,EXCLUDE
Effectiveness of travel restrictions in the rapid containment of human influenza: a systematic review,PMID_25552771,EXCLUDE
Ancient complement and lineage-specific evolution of the Sec7 ARF GEF proteins in eukaryotes,PMID_31141460,EXCLUDE
Application of the Analytic Hierarchy Process to a Risk Assessment of Emerging Infectious Diseases in Shaoxing City in Southern China,PMID_25410554,EXCLUDE
Henipavirus RNA in African Bats,PMID_19636378,EXCLUDE
Salicylic Acid Biosynthesis and Metabolism,PMID_22303280,EXCLUDE
Detecting the Hormonal Pathways in Oilseed Rape behind Induced Systemic Resistance by Trichoderma harzianum TH12 to Sclerotinia sclerotiorum,PMID_28045929,EXCLUDE
Parallel Synthesis of a Desketoraloxifene Analogue Library via Iodocyclization/Palladium-Catalyzed Coupling,PMID_21721520,EXCLUDE
"Prioritizing Zoonoses for Global Health Capacity Building—Themes from One Health Zoonotic Disease Workshops in 7 Countries, 2014–2016",PMID_29155664,EXCLUDE
Engineering of New Pneumocandin Side-Chain Analogues from <i>Glarea lozoyensis</i> by Mutasynthesis and Evaluation of Their Antifungal Activity,PMID_27494047,EXCLUDE
Severe acute respiratory syndrome (SARS) in Hong Kong: patients' experiences,PMID_14569227,EXCLUDE
Molecular Epidemiology of Human Enterovirus 71 Strains and Recent Outbreaks in the Asia-Pacific Region: Comparative Analysis of the VP1 and VP4 Genes,PMID_12702227,EXCLUDE
TOURIST DESTINATIONS AND DISEASE: VIETNAM’S TOURISM INDUSTRY AND THE SARS CRISIS,DOI_508c99de91fc,INCLUDE
Influenza-Associated Mortality in Georgia (2009–2011),PMID_23074667,EXCLUDE
Deep Learning Empowered Wearable-Based Behavior Recognition for Search and Rescue Dogs,PMID_35161741,EXCLUDE
Synchronized Biventricular Heart Pacing in a Closed-chest Porcine Model based on Wirelessly Powered Leadless Pacemakers,PMID_32034237,EXCLUDE
Bats and human emerging diseases,PMID_16740197,EXCLUDE
"Structure-Based Approaches to Ligands for G-Protein-Coupled Adenosine and P2Y Receptors, from Small Molecules to Nanoconjugates",PMID_23597047,EXCLUDE
Quantifying the Impact of Ultraviolet Subtype C in Reducing Airborne Pathogen Transmission and Improving Energy Efficiency in Healthy Buildings: A Kahn–Mariita Equivalent Ventilation Model,DOI_fa7c0e0087b6,EXCLUDE
Novel Bivalent Ligands Based on the Sumanirole Pharmacophore Reveal Dopamine D<sub>2</sub> Receptor (D<sub>2</sub>R) Biased Agonism,PMID_28300398,EXCLUDE
"Be a Virus, See the World",DOI_a2dbd164ff3e,EXCLUDE
The Peculiar Emergence of Mpox (Monkeypox): Directions for the Search for the Natural Reservoir and Vaccination Strategies,PMID_39460309,EXCLUDE
An Opportunistic Pathogen Afforded Ample Opportunities: Middle East Respiratory Syndrome Coronavirus,PMID_29207494,EXCLUDE
The Spectrum of Fungi That Infects Humans,PMID_25367975,EXCLUDE
A Historical Overview of Natural Products in Drug Discovery,PMID_24957513,EXCLUDE
Efficient Management and Processing of Massive InSAR Images Using an HPC-Based Cloud Platform,DOI_d69b3704bac6,EXCLUDE
Discovery of Aminopyrazole Derivatives as Potent Inhibitors of Wild-Type and Gatekeeper Mutant FGFR2 and 3,PMID_33488969,EXCLUDE
Bismuth Complexes Inhibit the SARS Coronavirus,PMID_17645269,INCLUDE
Characterizing the Transmission Dynamics and Control of Ebola Virus Disease,PMID_25607595,EXCLUDE
NeoCoV Is Closer to MERS-CoV than SARS-CoV,PMID_32595278,EXCLUDE
Émergence de virus nouveaux en Asie : les changements climatiques sont-ils en cause ?,PMID_15620053,EXCLUDE
Development of a fully integrated microfluidic system for sensing infectious viral disease,PMID_18551711,EXCLUDE
Air pollution and case fatality of SARS in the People's Republic of China: an ecologic study,PMID_14629774,INCLUDE
Wavelength-Resolution SAR Change Detection Using Bayes’ Theorem,DOI_db41c766ac03,EXCLUDE
What Ecological Factors Shape Species-Area Curves in Neutral Models?,PMID_22675526,EXCLUDE
Design of Metamaterial Based Efficient Wireless Power Transfer System Utilizing Antenna Topology for Wearable Devices,PMID_34063416,EXCLUDE
The Impact of Contact Tracing in Clustered Populations,PMID_20361048,EXCLUDE
Assessing the emetic potential of PDE4 inhibitors in rats,PMID_11786486,EXCLUDE
Dogs (Canis familiaris) as Sentinels for Human Infectious Disease and Application to Canadian Populations: A Systematic Review,PMID_30248931,EXCLUDE
Cheminformatic Analysis and Machine Learning Modeling to Investigate Androgen Receptor Antagonists to Combat Prostate Cancer,PMID_36844574,EXCLUDE
Evaluation of Potential Genotoxicity of HIV Entry Inhibitors Derived from Natural Sources,PMID_24667334,EXCLUDE
Nipah virus disease: A rare and intractable disease,PMID_30881850,EXCLUDE
Multichannel W-Band SAR System on a Multirotor UAV Platform With Real-Time Data Transmission Capabilities,DOI_cff16a8cf546,EXCLUDE
"Design, Synthesis, and <i>In Vitro</i> and <i>In Vivo</i> Evaluation of Novel Fluconazole-Based Compounds with Promising Antifungal Activities",PMID_34604679,EXCLUDE
Nuclear lamins: building blocks of nuclear architecture,PMID_11877373,EXCLUDE
Life-Time Dosimetric Assessment for Mice and Rats Exposed in Reverberation Chambers for the Two-Year NTP Cancer Bioassay Study on Cell Phone Radiation,PMID_29217849,EXCLUDE
"The burden of non‐SARS‐CoV2 viral lower respiratory tract infections in hospitalized children in Barcelona (Spain): A long‐term, clinical, epidemiologic and economic study",PMID_36541036,EXCLUDE
Quarantine and the Law: The 2003 SARS Experience in Canada (A New Disease Calls on Old Public Health Tools),DOI_98776616f13b,INCLUDE
Reversal of Azole Resistance in Candida albicans by Sulfa Antibacterial Drugs,PMID_29263071,EXCLUDE
Transmission Heterogeneity and Control Strategies for Infectious Disease Emergence,PMID_17712403,EXCLUDE
Computational Modeling Framework for the Study of Infectious Disease Spread through Commercial Air-Travel,DOI_49578ec3b6c3,INCLUDE
Evolution of Scaling Emergence in Large-Scale Spatial Epidemic Spreading,PMID_21747932,EXCLUDE
Variation of Clinical Features of Covid19 Patients,DOI_79c609a66daa,EXCLUDE
The effects of substance use on severe acute respiratory syndrome coronavirus infection risks and outcomes,PMID_34001701,EXCLUDE
Dynamics of SARS-coronavirus HR2 domain in the prefusion and transition states,PMID_19819173,EXCLUDE
Fusing optical and SAR time series for LAI gap filling with multioutput Gaussian processes,PMID_36082234,EXCLUDE
Implications of Host Genetic Variation on the Risk and Prevalence of Infectious Diseases Transmitted Through the Environment,PMID_21527777,EXCLUDE
STUDY OF HUMAN EXPOSURE USING KRIGING METHOD,DOI_1f24fcb9f753,EXCLUDE
"Discovery of Novel 1,3,8-Triazaspiro[4.5]decane Derivatives That Target the c Subunit of F<sub>1</sub>/F<sub>O</sub>-Adenosine Triphosphate (ATP) Synthase for the Treatment of Reperfusion Damage in Myocardial Infarction",PMID_30060655,EXCLUDE
The Pinholin of Lambdoid Phage 21: Control of Lysis by Membrane Depolarization,PMID_17827300,EXCLUDE
Application of Mn<sub><i>x</i></sub>Fe<sub>1–<i>x</i></sub>Fe<sub>2</sub>O<sub>4</sub> (<i>x</i> = 0–1) Nanoparticles in Magnetic Fluid Hyperthermia: Correlation with Cation Distribution and Magnetostructural Properties,PMID_36506172,EXCLUDE
"The Antioxidant and Antiproliferative Activities of 1,2,3-Triazolyl-L-Ascorbic Acid Derivatives",PMID_31554245,EXCLUDE
Lessons from Severe Acute Respiratory Syndrome Coronavirus 2003 Pandemic as Evidence to Advocate for Stroke Public Education During the Current Coronavirus Disease 2019 Pandemic,PMID_33164023,EXCLUDE
"2-Mercapto-Quinazolinones as Inhibitors of Type II NADH Dehydrogenase and <i>Mycobacterium tuberculosis</i>: Structure–Activity Relationships, Mechanism of Action and Absorption, Distribution, Metabolism, and Excretion Characterization",PMID_29522317,EXCLUDE
MAXIMUM LIKELIHOOD ESTIMATION FOR SPATIAL DURBIN MODEL,DOI_e4d1d31c924b,EXCLUDE
Clustered Sparsity-Driven SAR Imaging and Autofocus Algorithm in Structured Phase-Noisy Environments,DOI_3a287ada5258,EXCLUDE
Photochemical and Photobiological Activity of Ru(II) Homoleptic and Heteroleptic Complexes Containing Methylated Bipyridyl-type Ligands,PMID_28949518,EXCLUDE
OIL POLLUTION IN INDONESIAN WATERS: COMBINING STATISTICAL ANALYSES OF ENVISAT ASAR AND SENTINEL-1A C-SAR DATA WITH NUMERICAL TRACER MODELLING,DOI_69c0ac919bf8,EXCLUDE
Percolation Centrality: Quantifying Graph-Theoretic Impact of Nodes during Percolation in Networks,PMID_23349699,EXCLUDE
Structure‐Dependent Binding of Arylimidamides to the DNA Minor Groove,PMID_24323836,EXCLUDE
Contrasting phylogeographic patterns and demographic history in closely related species of Daphnia longispina group (Crustacea: Cladocera) with focus on North-Eastern Eurasia,PMID_30427905,EXCLUDE
TanDEM-X mission status,DOI_cacb17ac2ca8,EXCLUDE
Hedging against Antiviral Resistance during the Next Influenza Pandemic Using Small Stockpiles of an Alternative Chemotherapy,PMID_19440354,EXCLUDE
"Expelling the Plague: The Health Office and the Implementation of Quarantine in Dubrovnik, 1377–1533",DOI_1bd9761a615e,EXCLUDE
The integration of transcriptomic and transgenic analyses reveals the involvement of the SA response pathway in the defense of chrysanthemum against the necrotrophic fungus Alternaria sp.,PMID_32528692,EXCLUDE
Anti-infective Properties of the Golden Spice Curcumin,PMID_31130924,EXCLUDE
Design of Novel 4-Hydroxy-chromene-2-one Derivatives as Antimicrobial Agents,PMID_20657442,EXCLUDE
Waterborne Pathogens: Detection Methods and Challenges,PMID_26011827,EXCLUDE
FDTD Computation for Sar Induced in Human Head Due to Exposure to EMF from Mobile Phone,DOI_9a2a96c2c724,EXCLUDE
A Trisubstituted Benzimidazole Cell Division Inhibitor with Efficacy against Mycobacterium tuberculosis,DOI_a38d6686bd84,EXCLUDE
"Design, Synthesis and In Vitro Activity of Anticancer Styrylquinolines. The p53 Independent Mechanism of Action",PMID_26599982,EXCLUDE
"Global Role and Burden of Influenza in Pediatric Respiratory Hospitalizations, 1982–2012: A Systematic Analysis",PMID_27011229,EXCLUDE
Determination of the binding mode for the cyclopentapeptide<scp>CXCR</scp>4 antagonist<scp>FC</scp>131 using a dual approach of ligand modifications and receptor mutagenesis,PMID_25039237,EXCLUDE
Design and Synthesis of Orally Bioavailable Piperazine Substituted 4(1<i>H</i>)-Quinolones with Potent Antimalarial Activity: Structure–Activity and Structure–Property Relationship Studies,PMID_29215279,EXCLUDE
"Sleep quality, latency, and sleepiness are positively correlated with depression symptoms of Brazilians facing the pandemic-associated stressors of COVID-19",PMID_35984148,EXCLUDE
Preventing pandemics via emergent behavior,DOI_c217cb8b862f,EXCLUDE
The influence of climatic conditions on the transmission dynamics of the 2009 A/H1N1 influenza pandemic in Chile,PMID_23148597,EXCLUDE
The discovery of endogenous retroviruses,PMID_17018135,EXCLUDE
Integrated Modeling and Target Classification Based on mmWave SAR and CNN Approach,PMID_39771672,EXCLUDE
"Fluorine-Substitution in Cholesteryl Ester Transfer Protein Inhibitors (CETPInhibitors) – Biology, Chemistry, SAR, and Properties",DOI_ee44ac05e9af,EXCLUDE
"Evolved Diversification of a Modular Natural Product Pathway: Apratoxins F and G, Two Cytotoxic Cyclic Depsipeptides from a Palmyra Collection of <i>Lyngbya bouillonii</i>",PMID_20512792,EXCLUDE
Analysis of an Integrated 8-Channel Tx/Rx Body Array for Use as a Body Coil in 7-Tesla MRI,DOI_61c0926c4ec3,EXCLUDE
